household_key,tot_spend,coup_user,COUPON_UPC
1,4330.159999999964,yes,5
2,1954.3400000000045,no,0
3,2653.209999999992,no,0
4,1200.1100000000006,no,0
5,779.0600000000003,no,0
6,5996.159999999947,no,0
7,3400.0499999999797,no,0
8,5534.969999999942,yes,1
9,797.420000000001,no,0
10,234.34,no,0
11,33.39,no,0
12,266.2099999999999,no,0
13,13190.919999999956,yes,21
14,2761.189999999999,yes,3
15,972.5300000000005,no,0
16,1512.0200000000018,no,0
17,5139.629999999968,no,0
18,7118.909999999938,yes,8
19,11299.609999999926,yes,1
20,7486.109999999958,no,0
21,870.1100000000002,no,0
22,6256.039999999956,yes,25
23,3158.5799999999854,no,0
24,1911.1100000000058,no,0
25,3149.649999999993,no,0
26,1937.3900000000028,no,0
27,5736.239999999942,no,0
28,2119.6200000000026,no,0
29,1343.0300000000022,yes,1
30,622.8000000000003,no,0
31,4396.899999999988,yes,2
32,3381.819999999979,no,0
33,1200.740000000001,no,0
34,407.38,no,0
35,1119.51,no,0
36,4898.249999999969,no,0
37,2976.659999999997,no,0
38,706.1300000000001,no,0
39,5033.659999999946,no,0
40,12907.88999999986,yes,14
41,3107.129999999982,no,0
42,1985.8600000000038,no,0
43,884.8400000000015,no,0
44,877.7600000000001,no,0
45,807.0899999999998,no,0
46,8433.429999999895,yes,2
47,2329.1299999999997,no,0
48,1172.8300000000013,no,0
49,6445.029999999949,no,0
50,351.39000000000016,no,0
51,3046.8599999999856,no,0
52,5487.2799999999415,no,0
53,1962.2600000000039,no,0
54,103.09000000000002,no,0
55,1072.7900000000006,no,0
56,6691.529999999927,yes,2
57,3105.8699999999885,no,0
58,10367.07999999992,yes,7
59,1688.3300000000008,no,0
60,400.94000000000005,no,0
61,183.79999999999995,no,0
62,359.2899999999997,no,0
63,589.6000000000003,no,0
64,3917.8099999999913,no,0
65,2042.1700000000044,no,0
66,395.95000000000016,no,0
67,9618.899999999912,yes,33
68,4960.769999999972,yes,1
69,5704.339999999947,no,0
70,76.39999999999999,no,0
71,3376.0299999999893,no,0
72,6473.429999999909,no,0
73,2864.1799999999903,no,0
74,2047.6400000000028,no,0
75,1167.0900000000013,no,0
76,315.94000000000017,no,0
77,6227.0999999999485,yes,1
78,2505.139999999994,no,0
79,3950.1199999999817,yes,1
80,3002.0899999999933,yes,1
81,5553.6999999999625,no,0
82,566.5100000000001,no,0
83,1183.7400000000007,no,0
84,1208.0900000000015,no,0
85,4696.4899999999625,no,0
86,4019.439999999983,no,0
87,1202.3000000000006,no,0
88,11615.65999999995,yes,7
89,177.56000000000006,no,0
90,490.4100000000001,no,0
91,2899.6599999999967,no,0
92,1587.380000000003,no,0
93,3346.7199999999875,yes,8
94,442.64000000000027,no,0
95,6500.179999999968,no,0
96,1182.4300000000007,no,0
97,5323.949999999978,no,0
98,2547.2999999999984,no,0
99,6926.149999999966,yes,4
100,2294.620000000001,no,0
101,6651.579999999985,yes,5
102,304.84000000000003,no,0
103,541.9900000000001,no,0
104,6546.739999999967,yes,4
105,4591.66999999997,yes,8
106,2014.6600000000037,no,0
107,1222.8300000000006,no,0
108,2671.159999999994,no,0
109,3501.069999999974,no,0
110,3461.319999999985,no,0
111,1515.650000000001,no,0
112,1342.650000000001,no,0
113,15324.949999999939,yes,2
114,3315.6299999999815,no,0
115,13262.099999999851,yes,19
116,647.7200000000005,no,0
117,2568.2099999999996,yes,7
118,4526.209999999961,no,0
119,2593.009999999995,no,0
120,242.32000000000005,no,0
121,2225.5800000000054,no,0
122,2354.22,no,0
123,3222.649999999986,no,0
124,683.4100000000004,no,0
125,10601.499999999935,yes,2
126,853.4500000000005,no,0
127,4658.229999999972,yes,4
128,1381.0800000000024,no,0
129,475.73,no,0
130,511.6200000000001,no,0
131,6156.219999999956,no,0
132,2875.239999999993,no,0
133,3823.8899999999708,no,0
134,5535.089999999951,no,0
135,717.500000000001,no,0
136,2804.8199999999956,no,0
137,1062.1699999999996,no,0
138,3529.1899999999787,no,0
139,3073.329999999995,yes,9
140,1720.6400000000017,no,0
141,448.34000000000026,no,0
142,2324.1900000000014,no,0
143,6574.229999999956,yes,3
144,2126.3100000000027,no,0
145,1470.4900000000023,no,0
146,843.0200000000008,no,0
147,1487.2100000000023,no,0
148,1231.7600000000018,no,0
149,11920.929999999906,no,0
150,230.35,no,0
151,1226.1400000000012,no,0
152,1454.2800000000018,no,0
153,1558.6500000000033,no,0
154,867.1800000000002,no,0
155,2101.0500000000015,no,0
156,5224.069999999974,yes,2
157,2748.9499999999907,no,0
158,1869.7900000000018,yes,1
159,2143.870000000002,no,0
160,1536.0900000000017,no,0
161,6071.5199999999595,no,0
162,3037.539999999985,no,0
163,272.52,no,0
164,4272.409999999974,yes,6
165,2995.4699999999966,yes,2
166,3059.689999999995,no,0
167,1268.020000000001,no,0
168,510.8000000000004,no,0
169,255.58000000000004,no,0
170,2024.5100000000036,no,0
171,740.4599999999999,no,0
172,1770.8700000000006,no,0
173,234.97,no,0
174,1208.3900000000008,no,0
175,1154.0200000000007,no,0
176,788.2900000000003,no,0
177,1130.5800000000002,no,0
178,2028.470000000001,no,0
179,620.5600000000001,no,0
180,2103.400000000001,no,0
181,1670.820000000002,no,0
182,1162.3400000000001,no,0
183,1560.6700000000008,no,0
184,7090.069999999947,yes,4
185,2137.6200000000013,no,0
186,59.51999999999999,no,0
187,701.0000000000008,no,0
188,1847.6200000000022,no,0
189,801.9900000000006,no,0
190,696.2800000000005,no,0
191,552.8500000000004,no,0
192,3778.0799999999786,yes,2
193,4814.659999999979,no,0
194,1882.8100000000031,no,0
195,4166.719999999982,no,0
196,5261.189999999964,yes,5
197,1929.2300000000012,no,0
198,8659.169999999907,no,0
199,667.9700000000004,no,0
200,1166.630000000001,no,0
201,1435.170000000002,no,0
202,964.8800000000005,no,0
203,908.8300000000003,no,0
204,929.2700000000002,no,0
205,3749.639999999979,no,0
206,386.60000000000025,no,0
207,995.7200000000003,no,0
208,4296.329999999981,yes,6
209,6876.559999999961,no,0
210,3772.5599999999813,no,0
211,2244.0600000000036,no,0
212,3052.659999999983,no,0
213,606.5000000000001,no,0
214,2657.9099999999885,yes,1
215,1672.660000000003,yes,2
216,2624.4999999999964,no,0
217,2435.119999999998,no,0
218,9211.719999999917,no,0
219,11884.789999999895,no,0
220,2525.239999999996,no,0
221,2879.2899999999972,no,0
222,5897.8999999999205,yes,1
223,2738.9799999999946,no,0
224,1600.8000000000022,no,0
225,729.8200000000004,no,0
226,1205.060000000001,no,0
227,1390.249999999998,no,0
228,2404.8099999999995,no,0
229,1004.8900000000003,no,0
230,4521.009999999968,no,0
231,325.68000000000006,no,0
232,12695.569999999942,yes,1
233,645.39,no,0
234,260.63999999999993,no,0
235,12156.639999999885,no,0
236,1591.7800000000022,no,0
237,549.5899999999999,no,0
238,693.4,no,0
239,4671.199999999953,yes,14
240,365.6099999999999,no,0
241,199.7299999999999,no,0
242,5231.799999999973,no,0
243,8074.1199999999035,yes,4
244,1698.950000000004,no,0
245,1396.4500000000014,no,0
246,847.2500000000005,no,0
247,1243.06,no,0
248,6039.009999999961,yes,6
249,2823.229999999992,yes,1
250,5991.839999999936,no,0
251,2268.51,yes,2
252,93.77999999999999,no,0
253,10993.709999999921,no,0
254,442.1400000000003,no,0
255,672.0900000000006,no,0
256,9850.349999999895,yes,33
257,2689.9900000000016,no,0
258,2631.1099999999938,no,0
259,1158.3300000000015,no,0
260,425.04000000000013,no,0
261,1241.8700000000013,no,0
262,4802.269999999961,yes,1
263,5870.329999999936,no,0
264,1783.0700000000015,no,0
265,1881.7600000000018,no,0
266,3130.2199999999875,no,0
267,385.56000000000006,no,0
268,809.2100000000007,no,0
269,1764.7600000000023,no,0
270,923.4599999999997,no,0
271,1375.5200000000004,no,0
272,401.6200000000002,no,0
273,2500.8599999999974,no,0
274,120.07000000000001,no,0
275,6284.989999999962,no,0
276,5758.709999999952,yes,1
277,754.0500000000003,no,0
278,2053.5600000000027,no,0
279,1816.620000000001,yes,1
280,2375.859999999999,no,0
281,1495.0800000000027,no,0
282,4162.559999999979,yes,6
283,6023.3699999999335,yes,3
284,534.9800000000004,no,0
285,4227.639999999973,no,0
286,1245.2400000000007,no,0
287,3229.2799999999893,no,0
288,3114.769999999986,no,0
289,5970.469999999954,no,0
290,5524.3399999999665,no,0
291,2474.4900000000016,no,0
292,977.0700000000011,no,0
293,3957.6599999999744,no,0
294,5411.359999999967,yes,10
295,149.31,no,0
296,149.24999999999997,no,0
297,3535.619999999985,no,0
298,224.86000000000004,no,0
299,242.23999999999995,no,0
300,4974.309999999963,no,0
301,7211.679999999926,no,0
302,1797.5300000000043,no,0
303,4879.669999999972,no,0
304,8586.279999999946,no,0
305,3827.019999999985,yes,2
306,5716.729999999956,yes,4
307,2582.029999999986,yes,2
308,2465.2599999999925,no,0
309,2325.589999999998,no,0
310,184.02,no,0
311,1351.1300000000015,no,0
312,2578.049999999994,no,0
313,92.53999999999999,no,0
314,3004.009999999991,no,0
315,182.19000000000005,no,0
316,1037.7800000000002,no,0
317,6083.299999999949,no,0
318,1242.2500000000011,yes,3
319,3758.4999999999836,no,0
320,497.41000000000025,no,0
321,5935.659999999948,yes,2
322,2418.879999999997,no,0
323,156.99,no,0
324,8554.86999999988,yes,1
325,2850.579999999996,no,0
326,739.7200000000004,no,0
327,226.70999999999995,no,0
328,17332.12999999999,no,0
329,3026.7099999999864,no,0
330,1679.3800000000026,no,0
331,1273.3000000000018,no,0
332,5519.019999999955,no,0
333,1248.8100000000013,no,0
334,4827.79999999997,yes,6
335,2822.1799999999826,no,0
336,3089.7399999999884,no,0
337,933.5900000000003,no,0
338,2690.9699999999884,no,0
339,1668.920000000002,no,0
340,1057.5599999999993,no,0
341,393.50000000000017,no,0
342,2125.5100000000016,no,0
343,1650.6400000000017,no,0
344,2237.9100000000008,no,0
345,5741.07999999997,yes,1
346,5351.409999999989,yes,1
347,540.7600000000001,no,0
348,2961.8299999999995,no,0
349,869.160000000001,no,0
350,3083.2499999999895,no,0
351,7659.669999999875,yes,3
352,178.70000000000002,no,0
353,3799.1999999999794,yes,2
354,8729.869999999883,yes,3
355,340.33999999999986,no,0
356,2837.3299999999936,no,0
357,1704.2700000000038,no,0
358,12729.339999999916,no,0
359,172.85000000000005,no,0
360,447.6000000000003,no,0
361,8747.099999999931,yes,6
362,2987.4899999999866,yes,2
363,52.400000000000006,no,0
364,2566.919999999997,no,0
365,7048.429999999958,no,0
366,615.7800000000004,no,0
367,7186.369999999949,yes,35
368,1346.4600000000014,no,0
369,1034.9500000000005,no,0
370,3386.7799999999916,no,0
371,15716.539999999875,no,0
372,440.42,no,0
373,96.91000000000001,no,0
374,7099.559999999922,no,0
375,203.93999999999997,no,0
376,4714.61999999995,no,0
377,3166.449999999985,no,0
378,4715.41999999996,yes,9
379,55.64,no,0
380,7726.43999999989,no,0
381,3120.7899999999886,no,0
382,694.7000000000004,no,0
383,5763.439999999942,yes,1
384,3914.83999999998,no,0
385,2929.7199999999916,no,0
386,4676.42999999998,no,0
387,5697.249999999943,yes,1
388,1286.540000000001,no,0
389,14880.919999999922,yes,23
390,1806.0200000000048,no,0
391,1412.640000000001,no,0
392,11443.96999999992,no,0
393,3895.2399999999843,yes,1
394,1565.8900000000017,no,0
395,872.9100000000001,no,0
396,1790.73,no,0
397,6161.989999999929,yes,7
398,2092.6000000000017,no,0
399,978.4800000000004,no,0
400,18494.140000000018,yes,4
401,2538.8799999999947,no,0
402,2233.8399999999992,no,0
403,914.5600000000001,no,0
404,6107.179999999915,no,0
405,3652.9699999999893,no,0
406,1776.6500000000024,no,0
407,696.3800000000001,no,0
408,2470.9899999999984,no,0
409,4499.849999999975,no,0
410,1148.4200000000008,no,0
411,6697.209999999958,no,0
412,2426.300000000002,yes,4
413,5963.779999999948,yes,2
414,2488.649999999997,no,0
415,514.6300000000001,no,0
416,2177.0400000000027,no,0
417,3012.9599999999937,no,0
418,6960.9599999999,no,0
419,1696.6100000000004,no,0
420,2130.580000000001,no,0
421,6013.039999999975,yes,1
422,983.3200000000006,no,0
423,230.85,no,0
424,2441.790000000002,no,0
425,5543.909999999972,no,0
426,7860.849999999938,yes,11
427,1073.010000000002,no,0
428,3361.429999999994,no,0
429,542.8900000000001,no,0
430,2377.0900000000015,no,0
431,531.6700000000005,no,0
432,3486.549999999996,no,0
433,949.8200000000011,no,0
434,3778.749999999984,no,0
435,1817.2200000000005,no,0
436,2318.74,no,0
437,5915.729999999941,yes,2
438,4456.519999999987,yes,2
439,568.2100000000005,no,0
440,83.88000000000002,no,0
441,2369.899999999998,no,0
442,3094.7099999999955,no,0
443,2644.2099999999996,yes,2
444,1261.6200000000015,no,0
445,2696.499999999995,no,0
446,212.04999999999995,no,0
447,1670.4400000000041,no,0
448,493.37,no,0
449,827.4399999999999,no,0
450,1540.4500000000037,no,0
451,2376.2799999999984,no,0
452,786.99,no,0
453,742.9500000000004,no,0
454,8215.929999999898,yes,1
455,1253.4000000000008,no,0
456,6314.0299999999315,no,0
457,718.0,no,0
458,1685.640000000002,yes,4
459,1194.94,no,0
460,760.4499999999999,yes,1
461,664.8000000000002,no,0
462,1510.6300000000024,no,0
463,5803.299999999956,yes,1
464,3590.4899999999925,yes,10
465,382.5500000000001,no,0
466,423.32000000000033,no,0
467,2642.989999999994,no,0
468,5835.6799999999475,no,0
469,7748.489999999884,yes,5
470,2305.0,no,0
471,1530.1200000000015,no,0
472,8295.579999999893,yes,11
473,3208.7099999999887,yes,3
474,2102.3600000000033,no,0
475,1525.0200000000023,no,0
476,1551.2700000000023,no,0
477,812.28,no,0
478,286.0199999999999,no,0
479,1773.300000000003,no,0
480,3646.3899999999726,no,0
481,2055.920000000005,no,0
482,1848.520000000001,no,0
483,2718.989999999994,no,0
484,2964.5099999999916,yes,2
485,5431.009999999978,yes,2
486,922.3900000000018,no,0
487,133.67999999999998,no,0
488,406.96000000000015,no,0
489,5866.559999999964,no,0
490,3886.869999999988,yes,7
491,4835.709999999954,no,0
492,7148.279999999925,yes,3
493,4925.559999999962,no,0
494,8.17,no,0
495,3050.5199999999936,no,0
496,648.4000000000005,no,0
497,766.3999999999999,no,0
498,904.1800000000001,no,0
499,753.36,no,0
500,84.82000000000001,no,0
501,478.13000000000005,no,0
502,2298.840000000004,no,0
503,4723.799999999949,yes,3
504,516.3399999999998,no,0
505,188.54000000000002,no,0
506,1254.1700000000017,no,0
507,1455.430000000001,no,0
508,1190.5100000000011,no,0
509,277.14,no,0
510,7903.359999999904,no,0
511,5425.529999999966,no,0
512,1114.4399999999985,no,0
513,12130.009999999927,no,0
514,2339.270000000003,no,0
515,1826.7300000000027,no,0
516,295.23000000000013,no,0
517,3742.8899999999785,no,0
518,4926.369999999961,yes,5
519,819.1300000000008,no,0
520,2071.1500000000055,no,0
521,858.8000000000004,no,0
522,29.34,no,0
523,5731.869999999957,yes,1
524,1984.5800000000036,no,0
525,902.77,no,0
526,4574.919999999959,no,0
527,3581.519999999975,no,0
528,373.8300000000001,no,0
529,1831.1400000000033,no,0
530,1476.2200000000018,no,0
531,1060.6400000000017,no,0
532,401.8800000000001,no,0
533,2792.8699999999903,no,0
534,1315.4400000000028,no,0
535,1308.7600000000014,no,0
536,1557.1300000000037,no,0
537,1411.2499999999995,no,0
538,4382.209999999965,no,0
539,1269.0899999999995,no,0
540,3280.7299999999814,no,0
541,1784.190000000003,no,0
542,2313.5200000000004,no,0
543,3697.5499999999834,no,0
544,1594.8500000000004,no,0
545,2660.2799999999875,yes,7
546,3338.9999999999936,yes,2
547,1676.7600000000016,no,0
548,4255.829999999978,no,0
549,2299.349999999999,no,0
550,854.9100000000007,no,0
551,853.6500000000008,no,0
552,2289.469999999999,no,0
553,7259.089999999912,no,0
554,1524.330000000001,no,0
555,561.0300000000003,no,0
556,693.8600000000004,no,0
557,718.4599999999994,no,0
558,2426.3499999999976,no,0
559,249.34000000000003,no,0
560,7290.899999999936,yes,3
561,1404.3600000000006,no,0
562,3178.109999999989,no,0
563,2488.769999999997,no,0
564,842.4500000000004,no,0
565,498.0600000000001,no,0
566,1218.080000000002,no,0
567,3134.899999999987,no,0
568,8612.84999999993,no,0
569,6749.189999999889,no,0
570,1400.11,no,0
571,1114.1600000000014,no,0
572,903.1500000000003,no,0
573,3111.5499999999893,yes,3
574,6753.539999999956,yes,25
575,11771.129999999941,no,0
576,3750.119999999978,no,0
577,4399.529999999966,yes,1
578,2996.6899999999855,no,0
579,435.26000000000033,no,0
580,1337.700000000002,no,0
581,5060.439999999979,yes,1
582,5137.739999999957,no,0
583,3063.33999999999,no,0
584,1098.3000000000018,no,0
585,805.0699999999999,no,0
586,5822.639999999949,no,0
587,247.92999999999998,no,0
588,9540.539999999906,yes,22
589,298.9700000000001,no,0
590,3338.409999999993,no,0
591,13534.929999999871,no,0
592,660.7900000000003,no,0
593,646.4000000000002,no,0
594,2421.3899999999976,no,0
595,2373.739999999997,no,0
596,2996.3699999999926,yes,1
597,3826.2499999999823,no,0
598,3354.8999999999864,no,0
599,357.78000000000014,no,0
600,5520.299999999979,yes,5
601,5241.269999999946,no,0
602,1850.0700000000036,no,0
603,3219.4999999999936,no,0
604,2311.6499999999965,no,0
605,5856.379999999947,yes,8
606,3323.119999999982,no,0
607,3203.009999999994,no,0
608,5148.979999999965,no,0
609,1665.890000000001,no,0
610,573.0600000000005,no,0
611,2316.2400000000007,no,0
612,3978.719999999976,no,0
613,347.3100000000001,no,0
614,2757.2399999999952,no,0
615,346.3999999999999,no,0
616,476.14000000000027,no,0
617,1315.540000000003,no,0
618,7343.869999999962,no,0
619,168.98000000000002,no,0
620,304.97999999999996,no,0
621,3179.1500000000106,no,0
622,2384.3699999999985,no,0
623,3899.1599999999885,no,0
624,6003.469999999965,no,0
625,1233.9200000000017,no,0
626,649.3299999999998,no,0
627,1785.4600000000028,no,0
628,1147.9900000000016,no,0
629,377.4900000000002,no,0
630,7746.269999999954,yes,7
631,9277.71999999987,yes,1
632,3370.6799999999857,no,0
633,5493.889999999949,no,0
634,1555.1500000000015,no,0
635,362.9000000000001,no,0
636,9045.16999999989,yes,4
637,2510.0400000000022,no,0
638,8039.289999999906,no,0
639,759.8300000000011,no,0
640,2253.249999999999,no,0
641,13221.749999999916,yes,1
642,2208.34,no,0
643,1415.5900000000006,no,0
644,3772.0299999999675,no,0
645,429.06,no,0
646,1691.720000000004,no,0
647,6326.7399999999425,yes,4
648,1910.400000000002,no,0
649,1553.4500000000025,no,0
650,1415.65,yes,1
651,370.5300000000002,no,0
652,1800.0900000000056,no,0
653,10822.54999999991,no,0
654,2330.0800000000027,no,0
655,1991.2900000000034,no,0
656,5040.279999999964,no,0
657,119.79999999999998,no,0
658,1052.4800000000005,no,0
659,760.8900000000004,no,0
660,7954.279999999895,no,0
661,8271.30999999994,no,0
662,1381.7300000000025,no,0
663,3199.5299999999984,no,0
664,995.08,no,0
665,715.9800000000005,no,0
666,1020.7000000000012,no,0
667,1121.2000000000005,no,0
668,1151.0400000000002,no,0
669,9164.149999999901,no,0
670,5685.669999999947,no,0
671,5089.659999999982,no,0
672,2731.15,no,0
673,704.6100000000002,no,0
674,4727.569999999971,no,0
675,4832.379999999978,no,0
676,10741.099999999926,no,0
677,1600.9900000000014,no,0
678,459.17000000000013,no,0
679,6494.309999999935,yes,4
680,3513.019999999984,yes,2
681,2773.189999999997,yes,3
682,4438.289999999977,no,0
683,170.06,no,0
684,2052.670000000004,no,0
685,6019.769999999948,no,0
686,534.5700000000003,no,0
687,3205.799999999993,yes,5
688,3207.609999999986,no,0
689,28.959999999999997,no,0
690,4963.139999999971,no,0
691,2511.329999999994,no,0
692,3891.1399999999726,yes,3
693,6378.7999999999465,no,0
694,1756.6400000000015,no,0
695,8523.929999999897,no,0
696,14715.529999999912,yes,4
697,2823.5899999999906,no,0
698,1204.4900000000014,no,0
699,10352.999999999885,yes,1
700,2981.039999999992,no,0
701,2593.5599999999977,no,0
702,8205.679999999891,yes,4
703,9475.689999999937,yes,5
704,76.53,no,0
705,1385.9300000000019,no,0
706,4024.599999999983,no,0
707,19194.420000000042,no,0
708,2828.059999999991,no,0
709,5536.399999999966,yes,1
710,3724.479999999982,no,0
711,429.79000000000013,no,0
712,11711.019999999904,yes,10
713,540.9,no,0
714,4117.339999999988,no,0
715,3712.139999999993,yes,1
716,1290.6800000000003,yes,2
717,616.72,no,0
718,19299.860000000233,yes,5
719,1098.510000000001,no,0
720,1678.800000000001,no,0
721,553.5700000000002,no,0
722,6437.619999999937,no,0
723,1230.830000000002,no,0
724,639.3000000000004,no,0
725,4828.579999999981,yes,5
726,2220.150000000002,no,0
727,4923.129999999971,no,0
728,10732.909999999902,no,0
729,1159.320000000001,no,0
730,1111.690000000001,no,0
731,3151.309999999986,no,0
732,3967.819999999984,no,0
733,2678.559999999996,no,0
734,1319.7600000000018,no,0
735,1062.250000000002,no,0
736,3061.619999999991,no,0
737,1593.510000000002,no,0
738,2593.1199999999963,no,0
739,160.06,no,0
740,6644.849999999933,yes,2
741,3414.599999999985,no,0
742,3950.9600000000046,no,0
743,1988.9700000000064,no,0
744,4730.309999999961,no,0
745,6713.50999999989,yes,2
746,569.0500000000001,no,0
747,1166.730000000001,no,0
748,2709.1799999999994,no,0
749,1066.6199999999992,no,0
750,598.6200000000005,no,0
751,521.0400000000001,no,0
752,3792.5599999999795,no,0
753,2177.130000000001,no,0
754,1535.130000000003,no,0
755,10617.049999999974,yes,12
756,690.4199999999998,no,0
757,2023.3700000000033,no,0
758,344.9199999999999,no,0
759,1274.090000000001,no,0
760,1872.5200000000023,no,0
761,9036.009999999924,yes,11
762,8982.78999999988,no,0
763,2815.5799999999936,no,0
764,3196.779999999991,yes,3
765,1586.5800000000029,no,0
766,8350.08999999989,yes,1
767,562.7700000000004,no,0
768,6681.349999999931,yes,3
769,1543.6300000000017,no,0
770,2246.3600000000006,no,0
771,7990.9699999999,yes,3
772,271.8800000000001,no,0
773,899.630000000001,no,0
774,909.9600000000004,no,0
775,1121.0,no,0
776,3153.6999999999953,no,0
777,2745.749999999993,no,0
778,2285.5899999999965,no,0
779,3918.2799999999747,no,0
780,579.7200000000001,no,0
781,1665.510000000002,no,0
782,1557.0500000000018,no,0
783,387.3400000000002,no,0
784,3117.6599999999935,no,0
785,2089.8000000000025,no,0
786,7434.06999999991,no,0
787,2504.5899999999942,no,0
788,7514.199999999968,yes,10
789,370.3000000000001,no,0
790,2842.6299999999837,no,0
791,303.00999999999993,no,0
792,337.10999999999996,no,0
793,1832.0300000000036,yes,2
794,1752.5000000000016,no,0
795,1295.910000000001,no,0
796,445.65,no,0
797,3059.5699999999865,no,0
798,1586.580000000002,no,0
799,2084.1100000000024,no,0
800,10426.579999999894,no,0
801,1652.0700000000024,no,0
802,2154.430000000001,no,0
803,2036.8400000000065,no,0
804,3917.7399999999857,no,0
805,5565.46999999997,yes,10
806,5875.349999999957,no,0
807,4014.019999999977,yes,5
808,2317.8999999999955,no,0
809,619.7500000000002,no,0
810,540.1000000000004,no,0
811,680.2299999999999,no,0
812,1165.2700000000011,no,0
813,2065.100000000001,no,0
814,773.7599999999998,no,0
815,1802.370000000003,no,0
816,3468.65999999998,no,0
817,4801.849999999969,no,0
818,1724.5900000000004,no,0
819,161.75,no,0
820,4603.979999999974,no,0
821,464.55999999999995,no,0
822,866.5600000000009,no,0
823,2590.149999999994,no,0
824,1167.0300000000004,no,0
825,11835.019999999926,yes,13
826,203.00999999999993,no,0
827,326.88000000000005,no,0
828,1123.1600000000012,no,0
829,1635.2100000000028,no,0
830,1694.3200000000008,no,0
831,8831.349999999935,no,0
832,479.2400000000002,no,0
833,1975.5600000000022,no,0
834,946.2800000000005,no,0
835,273.81000000000006,no,0
836,1564.3500000000026,no,0
837,793.38,no,0
838,384.69,no,0
839,846.7000000000011,no,0
840,11944.569999999854,yes,1
841,2550.37,no,0
842,7527.269999999982,no,0
843,2619.2299999999964,no,0
844,5399.639999999933,no,0
845,5097.2799999999625,yes,3
846,1120.900000000001,no,0
847,1463.3200000000015,no,0
848,2684.129999999997,no,0
849,4599.51999999996,no,0
850,1252.9100000000024,no,0
851,166.78000000000006,no,0
852,1943.7300000000046,no,0
853,13497.289999999806,no,0
